id,tender_id,source_portal,title_clean,country_name_normalized,sector,procurement_group,budget,currency,days_to_deadline,status_normalized,lifecycle_stage,notice_type_normalized,procurement_method_name,organisation_name,funding_agency,enrichment_status,go_no_go,score_breakdown
12089,1,worldbank,Mozambique Safer Roads for Socio-Economic Integration Program,Mozambique,"[""Social Protection & Poverty Reduction""]",WORKS,500000.0,USD,49,open,procurement,Invitation for Bids,Request for Bids,National Road Authority,World Bank,nlp_complete,0,"proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=medium(460,000€)(2.0) | country=Mozambique(tier1=3.0) | funding_agency=World Bank(3.0) | deadline=49d(normal=1.0) | TOTAL=0.0 → NO GO (disqualified)"
12844,756,afdb,Angola Monitoring and Evaluation Specialist for the Eastern Region Agricultural Value Chain Development Project,Angola,"[""Agriculture & Food Security""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12845,757,afdb,Kenya Consultancy Services for Strengthening Water Resources Authority (WRA) Staff Capacity on Water Resource Decision Support System,Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,38,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=38d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12846,758,afdb,"Kenya Feasibility Studies, Detailed Designs, Preparation of Tender Documents, ESIA and RAP Documents for Lodwar Town Sewerage Project",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12847,759,afdb,"Kenya Consultancy Services for Design Review, Preparation of Tender Documents and Supervision of the Soy Nervillus Water Supply Project",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,40,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=40d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12848,760,afdb,Niger Recrutement d’une Agence Chargée des Activités de Communication et de Visibilité des Projets Sous Financement Bad,Niger,"[""Marketing & Customer Experience"", ""Digital Transformation""]",CONSULTING,,,620,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Niger(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=620d(low_urgency=0.5) | TOTAL=13.5/13.0 → GO
12849,761,afdb,Angola Financial Management Specialist for the Eastern Region Agricultural Value Chain Development Project,Angola,"[""Agriculture & Food Security""]",CONSULTING,,,41,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Agriculture & Food Security(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=41d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12850,762,afdb,"Kenya Consultancy services for design review, updating of RAP & ESIA, preparation of tender documents and supervision of construction works",Kenya,"[""Construction & Infrastructure""]",CONSULTING,,,40,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=40d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12851,763,afdb,"Kenya Consultancy Services for Design Review, Preparation of Tender Document and Supervision of Loiyangalani Water and Sanitation Project",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO"
12852,764,afdb,Kenya Consultancy Services for Design Adoption and Construction Supervision of The Coast Water Works Development Agency (CWWDA) Head Office Building,Kenya,"[""Construction & Infrastructure""]",CONSULTING,,,41,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=41d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12853,765,afdb,Somalia Somalia Road Infrastructure Programme – Additional Financing (HoA–Somalia-Djibouti-Ethiopia-Corridor),Somalia,"[""Social Protection & Poverty Reduction""]",WORKS,,,3824,forecast,early_intelligence,General Procurement Notice,,Unknown,African Development Bank (AfDB),nlp_complete,0,lifecycle=early_intelligence(DISQUALIFIED) | proc_group=WORKS(DISQUALIFIED) | sector=Social Protection & Poverty Reduction(1.5) | budget=unknown(1.0) | country=Somalia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=0.0 → NO GO (disqualified)
12854,766,afdb,Kenya Consultancy Services to Undertake Water Abstraction and Pollution Surveys,Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12855,767,afdb,Namibia Consultancy Services for the Technical Audit and Environmental and Social Performance Audit - Transport Infrastructure Improvement Project,Namibia,"[""Risk & Compliance"", ""Environment & Climate""]",CONSULTING,,,32,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Namibia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=32d(normal=1.0) | TOTAL=14.0/13.0 → GO
12856,768,afdb,"Kenya Design Review, Preparation of Tender Documents, and Supervision of Construction of Last Mile Connectivity Works for Olkalou and Narok Towns",Kenya,"[""Construction & Infrastructure""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO
12857,769,afdb,"Ethiopia Conducting an Environmental, Social, Health and Safety Compliance Audit in the Context of the Project",Ethiopia,"[""Risk & Compliance""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Ethiopia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=13.5/13.0 → GO
12858,770,afdb,"Kenya Design Review, Preparation of Tender Document and Supervision of Murang’a Water and Sanitation Project – Lot 1",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,31,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=31d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12859,771,afdb,"Kenya Develop a System for Monitoring, Evaluation, Data Collection, and Reporting on the Key Performance Indicators and Support Inspection of Bulk Water Suppliers",Kenya,"[""Data, AI & Analytics"", ""Water, Sanitation & Waste""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,"proc_group=CONSULTING(3.0) | sector=Data, AI & Analytics(2.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=13.0/13.0 → GO"
12860,772,afdb,"Kenya Consultancy Services for Design Review, Preparation of Tender Documents, and Supervision of Construction of Kinamba - Kayole Water Supply Project",Kenya,"[""Construction & Infrastructure""]",CONSULTING,,,40,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=40d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12861,773,afdb,"Kenya Consultancy Services for Climate Risk and Vulnerability Assessment in Ewaso Narok Watershed (Narok Town), Lower Athi Watershed (Coastal Strip Around Mombasa City)",Kenya,"[""Environment & Climate""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12862,774,afdb,"Kenya Consultancy Services for Design Review, Preparation of Tender Documents, and Supervision of Construction of Eldama Ravine Sewerage Project",Kenya,"[""Construction & Infrastructure""]",CONSULTING,,,40,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=40d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12863,775,afdb,Kenya Consultancy services in capacity development for the water sector,Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO"
12864,776,afdb,"Uganda Supply, Delivery, Commissioning of Assorted Railway Track Maintenance Equipment including Training of Personnel - EAC Railway Rehabilitation Support Project",Uganda,"[""Transport & Logistics""]",WORKS,,,3824,open,procurement,Invitation for Bids,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=0.0 → NO GO (disqualified)
12865,777,afdb,"Kenya Design Review, Preparation of Tender Document and Supervision of Murang’a Water and Sanitation Project - Lot 2",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,31,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=31d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12866,778,afdb,Kenya Develop and Implement a Framework for Regulating Water Services in Rural and Underserved Areas,Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,39,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=39d(normal=1.0) | TOTAL=12.0/13.0 → NO GO"
12867,779,afdb,Madagascar Recrutement d’un Bureau de Consultant ou Groupe de Consultants,Madagascar,"[""Marketing & Customer Experience""]",CONSULTING,,,58,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Madagascar(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=58d(normal=1.0) | TOTAL=13.0/13.0 → GO
12868,780,afdb,"Kenya Review of Feasibility Study Reports, Carry out Detailed Design and Preparation of Tender Documents, ESIA and RAP Reports for Kipkurere Dam Water Supply and Sanitation Project",Kenya,"[""Water, Sanitation & Waste""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Kenya(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO"
12869,781,afdb,"Maroc Projet de Digitalisation, de Renforcement de la Production et d’Amélioration de la Performance de l’eau potable (simplifié)",Maroc,"[""Digital Transformation""]",Others,,,,forecast,early_intelligence,General Procurement Notice,,Unknown,African Development Bank (AfDB),nlp_complete,0,lifecycle=early_intelligence(DISQUALIFIED) | proc_group=OTHERS(1.5) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Maroc(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=unknown(1.0) | TOTAL=0.0 → NO GO (disqualified)
12870,782,afdb,Namibia Consultancy Services for Environmental and Social Performance Audits for the Namibia Water Sector Support Program,Namibia,"[""Environment & Climate"", ""Water, Sanitation & Waste""]",CONSULTING,,,31,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Namibia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=31d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12871,783,afdb,Algérie Recrutement d’un cabinet de Conseils - Projet de diagnostic organisationnel de la CNED et plan de développement,Algérie,"[""Organizational Reform & HR Management""]",CONSULTING,,,62,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Organizational Reform & HR Management(3.0) | budget=unknown(1.0) | country=Algérie(tier3=1.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=62d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO
12872,784,afdb,Côte d'Ivoire Programme d'Appui l'amélioration du Climat des Affaires pour une transformation structurelle de l'économie Ivoirienne (simplifié) - PACA CI,Côte D'Ivoire,"[""Environment & Climate""]",Others,,,,forecast,early_intelligence,General Procurement Notice,,Unknown,African Development Bank (AfDB),nlp_complete,0,lifecycle=early_intelligence(DISQUALIFIED) | proc_group=OTHERS(1.5) | sector=Environment & Climate(1.0) | budget=unknown(1.0) | country=Côte D'Ivoire(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=unknown(1.0) | TOTAL=0.0 → NO GO (disqualified)
12873,785,afdb,"Sénégal Fourniture et pose d'équipements d'exhaure, hydromécaniques et de Systèmes de désinfection en deux lots dans les localités de Koumpentoum, Tamba, Goudiry et Bakel",Sénégal,"[""Health & Life Sciences""]",GOODS,,,61,open,procurement,Invitation for Bids,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=GOODS(DISQUALIFIED) | sector=Health & Life Sciences(1.0) | budget=unknown(1.0) | country=Sénégal(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=61d(low_urgency=0.5) | TOTAL=0.0 → NO GO (disqualified)
12874,786,afdb,Seychelles OAG Data Analytics Modernization Project,Seychelles,"[""Data, AI & Analytics""]",CONSULTING,,,45,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Data, AI & Analytics(2.0) | budget=unknown(1.0) | country=Seychelles(tier3=1.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=45d(normal=1.0) | TOTAL=11.0/13.0 → NO GO"
12875,787,afdb,Lesotho GEF additional financing Lowlands Rural Water Supply and Sanitation Project (Simplified),Lesotho,"[""Water, Sanitation & Waste""]",WORKS,,,,forecast,early_intelligence,General Procurement Notice,,Unknown,African Development Bank (AfDB),nlp_complete,0,"lifecycle=early_intelligence(DISQUALIFIED) | proc_group=WORKS(DISQUALIFIED) | sector=Water, Sanitation & Waste(1.0) | budget=unknown(1.0) | country=Lesotho(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=unknown(1.0) | TOTAL=0.0 → NO GO (disqualified)"
12876,788,afdb,Algérie Projet d'appui aux capacités de la Caisse nationale d’équipement pour le développement (CNED),Algérie,"[""Enterprise IT & Systems Implementation""]",CONSULTING,,,3824,forecast,early_intelligence,General Procurement Notice,,Unknown,African Development Bank (AfDB),nlp_complete,0,lifecycle=early_intelligence(DISQUALIFIED) | proc_group=CONSULTING(3.0) | sector=Enterprise IT & Systems Implementation(3.0) | budget=unknown(1.0) | country=Algérie(tier3=1.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=0.0 → NO GO (disqualified)
12877,789,afdb,"Multinational Réalisation de l’audit comptable et financier des comptes du RACEE 2.0 - Exercices 2025, 2026 et 2027",Multinational,"[""Risk & Compliance""]",CONSULTING,,,63,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Multinational(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=63d(low_urgency=0.5) | TOTAL=13.5/13.0 → GO
12878,790,afdb,Attribution de contrat Madagascar - Recrutement d’un(e) consultant(e) individuel(le) expert en qualité hygiène sécurité environnement (EQHSE),,"[""Risk & Compliance""]",CONSULTING,,,313,,,,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=unknown(1.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=313d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO
12879,791,afdb,Uganda Consultancy Services to Develop the National Railway Transport Policy in Uganda - EAC-Railway Rehabilitation Support Project,Uganda,"[""Transport & Logistics""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO
12880,792,afdb,Angola Consultant Services for the Supervision of Construction and Rehabilitation of IDA Offices and Agricultural Production Facilities,Angola,"[""Construction & Infrastructure""]",CONSULTING,,,47,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=47d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12881,793,afdb,Angola Consultant Services for the Supervision of Upgrading of Rural Roads,Angola,"[""Construction & Infrastructure""]",CONSULTING,,,47,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=47d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12882,794,afdb,Uganda Consultancy Services for the Development/Preparation of the Railway Transport Master Plan - EAC-Railway Rehabilitation Support Project,Uganda,"[""Transport & Logistics""]",CONSULTING,,,3824,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Uganda(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=3824d(low_urgency=0.5) | TOTAL=11.5/13.0 → NO GO
12883,795,afdb,Multinational Technical Assistance to the Government of Chad for the Development of Green Mini-Grids Minigrids - ReTAPS,Multinational,"[""Digital Transformation""]",CONSULTING,,,38,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Digital Transformation(3.0) | budget=unknown(1.0) | country=Multinational(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=38d(normal=1.0) | TOTAL=14.0/13.0 → GO
12884,796,afdb,Angola Design and Supervision of Construction for the Rehabilitation of Small-Scale Irrigation Systems in the Eastern Region,Angola,"[""Construction & Infrastructure""]",CONSULTING,12000.0,UA,47,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,"proc_group=CONSULTING(3.0) | sector=Construction & Infrastructure(1.0) | budget=small(11,040€)(0.5) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=47d(normal=1.0) | TOTAL=11.5/13.0 → NO GO"
12885,797,afdb,Namibia Environmental and Social Performance Audit,Namibia,"[""Environment & Climate"", ""Risk & Compliance""]",CONSULTING,,,63,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Namibia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=63d(low_urgency=0.5) | TOTAL=13.5/13.0 → GO
12886,798,afdb,Ethiopia Bishoftu International Airport Project in Ethiopia,Ethiopia,"[""Transport & Logistics""]",CONSULTING,,,52,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Transport & Logistics(1.0) | budget=unknown(1.0) | country=Ethiopia(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=52d(normal=1.0) | TOTAL=12.0/13.0 → NO GO
12887,799,afdb,Attribution de contrat Democratic Republic of the Congo - Assurer l’opérationnalisation des CPEJAB,,"[""Risk & Compliance""]",CONSULTING,7032340.0,USD,467,,,,,Unknown,African Development Bank (AfDB),nlp_complete,1,"proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=large(6,469,753€)(3.0) | country=unknown(1.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=467d(low_urgency=0.5) | TOTAL=13.5/13.0 → GO"
12888,800,afdb,Angola Environmental and Social Safeguards Expert,Angola,"[""Risk & Compliance"", ""Environment & Climate""]",CONSULTING,,,,open,procurement,Expression of Interest,,Unknown,African Development Bank (AfDB),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Angola(tier1=3.0) | funding_agency=African Development Bank (AfDB)(3.0) | deadline=unknown(1.0) | TOTAL=14.0/13.0 → GO
12889,801,undp,PROVISION AND INSTALLATION OF 70-UNIT SOLAR STREET LIGHT AT NIGER MASS HOUSING,Nigeria,"[""Energy & Utilities""]",WORKS,,,6,open,procurement,Invitation for Bids,ITB - Invitation to bid,UNDP-NGA,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Energy & Utilities(1.0) | budget=unknown(1.0) | country=Nigeria(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12890,802,undp,"AGENCE DE COMMUNICATION POUR PRODUCTION ""SUCCESS STORY"" DU PROJET FIER",Madagascar,"[""Marketing & Customer Experience""]",Others,,,5,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-MDG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Marketing & Customer Experience(2.0) | budget=unknown(1.0) | country=Madagascar(tier1=3.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=5d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12891,803,undp,Long–Term Agreement for engineering design services in Serbia (mid-value),Serbia,"[""Construction & Infrastructure""]",Others,,,8,open,procurement,Request for Proposals,RFP - Request for proposal,UNDP-SRB,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=OTHERS(1.5) | sector=Construction & Infrastructure(1.0) | budget=unknown(1.0) | country=Serbia(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=8d(very_urgent=3.0) | TOTAL=11.5/13.0 → NO GO
12892,804,undp,"GED-RFQ-Supply, delivery, and installation of a Faraday Cage",Bosnia And Herzegovina,"[""Others""]",WORKS,,,7,open,procurement,Request for Quotation,RFQ - Request for quotation,UNDP-BIH,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=WORKS(DISQUALIFIED) | sector=Others(0.0) | budget=unknown(1.0) | country=Bosnia And Herzegovina(tier2=2.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=0.0 → NO GO (disqualified)
12893,805,undp,IC - Grievance Redressal Consultant,Pakistan,"[""Risk & Compliance""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-PAK,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=Pakistan(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
12894,806,undp,026- Energy Finance Expert (National),Mongolia,"[""Energy & Utilities"", ""Financial Services""]",CONSULTING,,,6,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-MNG,United Nations Development Programme (UNDP),nlp_complete,0,proc_group=CONSULTING(3.0) | sector=Financial Services(3.0) | budget=unknown(1.0) | country=Mongolia(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=6d(too_urgent=DISQUALIFIED) | TOTAL=0.0 → NO GO (disqualified)
12895,807,undp,IC Position - Mid Term Evaluation Consultant,India,"[""Risk & Compliance""]",CONSULTING,,,7,open,procurement,IC - Individual contractor,Individual Contractor,UNDP-IND,United Nations Development Programme (UNDP),nlp_complete,1,proc_group=CONSULTING(3.0) | sector=Risk & Compliance(3.0) | budget=unknown(1.0) | country=India(tier3=1.0) | funding_agency=United Nations Development Programme (UNDP)(3.0) | deadline=7d(very_urgent=3.0) | TOTAL=14.0/13.0 → GO
